id,user,created_at,text
1003656736585084930,SaskatoonFire,2018-06-04 15:16:27,b'RT @morganhackl: #CommuterChallenge #yxe trail system from Evergreen to #downtown is great. Good way to start the day. @SaskatoonFire https\\u2026'
1003648951688548352,CynthiaBlockSk,2018-06-04 14:45:31,b'RT @morganhackl: #CommuterChallenge #yxe trail system from Evergreen to #downtown is great. Good way to start the day. @SaskatoonFire https\\u2026'
1003631806162219013,SaskatoonFire,2018-06-04 13:37:23,b'RT @morganhackl: #commuterchallenge #yxe @SaskatoonFire . Great ride to start the week! https://t.co/IlrGAeXcS6'
1003998951287058432,PegiF1,2018-06-05 13:56:18,b'RT @JWilsonGlobal: UP NEXT:  @usask students Jenn and Sidney are here to teach us a thing or two about swing dancing! @SaskMorningNews #yxe\\u2026'
1003998816956084225,PegiF1,2018-06-05 13:55:46,"b'RT @SaskMorningNews: $400K cash, 21 kg of crystal meth seized by Saskatoon police - @MCraigGlobal #YXE #Sask https://t.co/qvSwyXRUG8'"
1003998746361786368,PegiF1,2018-06-05 13:55:29,"b""RT @AdamMacVicar: JUST IN: RCMP are investigating a plane's emergency landing Sunday afternoon on Hwy 240 north of Shellbrook. The plane cl\\u2026"""
1003998402491842560,SaskMorningNews,2018-06-05 13:54:07,b'Coming Up: @KathyBuckworth is in with a ton of toys ahead of the summer! #YXE #Sask @GlobalSaskatoon https://t.co/s4Xm1E0xmQ'
1003998302428368896,StevenBobiash,2018-06-05 13:53:43,"b""RT @AdamMacVicar: JUST IN: RCMP are investigating a plane's emergency landing Sunday afternoon on Hwy 240 north of Shellbrook. The plane cl\\u2026"""
1003997768539561984,PegiF1,2018-06-05 13:51:36,"b'RT @JanellaCTV: 14 year old Quin will be rocking out at this weekend\\u2019s #WhackBamThudd at th @bwaytheatre. Join us at 7:53am, to learn more\\u2026'"
1003997501484158977,broadwayyxe,2018-06-05 13:50:32,b'RT @McQuarries: Gentlemen\\u2019s Hardware travel grooming kit.\\n$24.95+tax\\n#BroadwayYXE #YXE #Coffee #Tea https://t.co/ZbSNZIHaGw'
1003997483196932096,CTVStephanie,2018-06-05 13:50:28,"b'RT @JanellaCTV: 14 year old Quin will be rocking out at this weekend\\u2019s #WhackBamThudd at th @bwaytheatre. Join us at 7:53am, to learn more\\u2026'"
1003996914818248704,CTVMorningStoon,2018-06-05 13:48:12,"b'RT @JanellaCTV: 14 year old Quin will be rocking out at this weekend\\u2019s #WhackBamThudd at th @bwaytheatre. Join us at 7:53am, to learn more\\u2026'"
1003996826851131393,JanellaCTV,2018-06-05 13:47:51,"b'14 year old Quin will be rocking out at this weekend\\u2019s #WhackBamThudd at th @bwaytheatre. Join us at 7:53am, to lea\\u2026 https://t.co/NMXKA6wqXl'"
1003994999195922432,JWilsonGlobal,2018-06-05 13:40:35,b'RT @NicoleStillger: Coming up! I\\u2019m live with @SZS_Zoo Executive Director Dawn Woroniuk talking about the upcoming Zoo Gala! #yxe #sask @Sas\\u2026'
1003994658505183232,denesulinewoman,2018-06-05 13:39:14,"b'Dear Police Headquarters,\\n\\nWenever an Indigenous person is deemed missing. PLEASE dont use their mugshots, at least\\u2026 https://t.co/lEqRrZDBib'"
1003994121000947714,SaskMorningNews,2018-06-05 13:37:06,b'Firefighting \\u2018natural transition\\u2019 for Saskatchewan crop-dusters - @RyanKGlobal #YXE #SKfire #Sask https://t.co/UqA2xgeSwl'
1003993954130505729,SaskMorningNews,2018-06-05 13:36:26,b'RT @NicoleStillger: Coming up! I\\u2019m live with @SZS_Zoo Executive Director Dawn Woroniuk talking about the upcoming Zoo Gala! #yxe #sask @Sas\\u2026'
1003992774662713344,NicoleStillger,2018-06-05 13:31:45,b'Coming up! I\\u2019m live with @SZS_Zoo Executive Director Dawn Woroniuk talking about the upcoming Zoo Gala! #yxe #sask\\u2026 https://t.co/cVsO2kzK2E'
1003966524732923905,sweenrcr,2018-06-05 11:47:26,b'@nspowerinc fire in Timberlea but causing power outage but also heard a loud bang at the top of Charles Rd. Possible transformer blow up?'
1003403342482198529,NovaScotiaNews,2018-06-03 22:29:33,"b""What you mean our @nspowerinc monopoly isn't good for our province? @StephenMcNeil @nsgov https://t.co/zCgOXt9RQ0"""
1003353452557291520,jorel_ed,2018-06-03 19:11:19,"b'RT @nspowerinc: We \\u2764\\ufe0f the #IWKTelethon! Renee, Pam and Aili presented NS Power and Emera Canadian affiliate employees\\u2019 donations. https://t\\u2026'"
1003244944876810240,teddyandwanda,2018-06-03 12:00:08,b'RT @TheActaFist777: Nova Scotians NOT OK with benefiting from cultural genocide @ #MuskratFalls\\n\\nhttps://t.co/lTlf3f3cp9\\n\\n#Halifax #NovaSco\\u2026'
1003244766933475328,SonsOfHalifax,2018-06-03 11:59:26,"b'RT @nspowerinc: #DoorsOpenHFX Come down and chat with our team to enter for a chance to win a $5,000 Heat Pump Package, courtesy of Mitsubi\\u2026'"
1003168747828531200,newstik,2018-06-03 06:57:22,b'@nspowerinc Your website is hard to read. The grey text on white background offers too little contrast. Please impr\\u2026 https://t.co/WZuh8BQwQV'
1003110402664947714,StevensCraig,2018-06-03 03:05:31,b'@nspowerinc what up ??? Power out in downtown dart.  Nothing on your website ... get your shit together'
1003099569369047041,jorel_ed,2018-06-03 02:22:28,b'RT @nspowerinc: We\\u2019re all set to see everybody! \\U0001f4f8\\U0001f30a#doorsopenhalifax https://t.co/XxGWVNWqRE'
1003062981368995840,DoorsOpenHFX,2018-06-02 23:57:05,"b'RT @nspowerinc: #DoorsOpenHFX Come down and chat with our team to enter for a chance to win a $5,000 Heat Pump Package, courtesy of Mitsubi\\u2026'"
1002970823840489472,jorel_ed,2018-06-02 17:50:53,b'RT @nspowerinc: Outage in Mahone Bay area caused by damage to equipment. Get the latest at https://t.co/cKMppFqg0n. https://t.co/nwhJoWnucf'
1002970788083978243,jorel_ed,2018-06-02 17:50:44,"b'RT @nspowerinc: #DoorsOpenHFX Come down and chat with our team to enter for a chance to win a $5,000 Heat Pump Package, courtesy of Mitsubi\\u2026'"
1002963043280719873,Hrm_FireWire,2018-06-02 17:19:58,b'RT @NewsmanKeith: TRAFFIC ALERT: Section of Hwy 325 between former Mahone Auto in Blockhouse and Big Lots Rd. in Maitland closed for now as\\u2026'
1002960371840364545,NewsmanKeith,2018-06-02 17:09:21,b'TRAFFIC ALERT: Section of Hwy 325 between former Mahone Auto in Blockhouse and Big Lots Rd. in Maitland closed for\\u2026 https://t.co/r5LOGRKVSA'
